"Name","Latitude","Longitude"
"MyHousePlans",,
"jaebellabella",,
"ImTwoOfficial",,
"11AliveNews",,
"jen_7319",,
"ScottMPatterson",,
"Ksto7",,
"chrisfearne",,
"TickHr",,
"LizaLLucas",,
"jaylapa23",39.3868227,-76.5511623
"Dealfatigue",,
"poptart_ghost",,
"Shannooo",,
"BerniesTeachers",,
"BerniesTeachers",,
"pumayo",,
"Immaphan",,
"HappyCloud24",,
"DonCali_",40.0048655,-75.117998
"TaigaTail",,
"_kaylaliese",39.284713,-76.62048175
"buckydoren",,
"trinique_3x",,
"kathugins",,
"NickLaferriere",,
"NewsGrit",,
"8NEWS",,
"aharriscle",,
"katieblalack1",,
"USAlovelist",,
"misapo_1",,
"megancannella",,
"ssstephaniexo",,
"OptiMYzMag",,
"OptiMYzMag",,
"MeekSings",,
"FOX29philly",,
"FOX29philly",,
"FOX29philly",,
"FOX29philly",,
"SPECNewsROC",,
"KOLO8",,
"MontyKrysto",,
"vanguardozarks",,
"vanguardozarks",,
"RelayHTLT",,
"emburd182",,
"LibrarianLizy",,
"WXXINews",,
"WDX2BB",42.8962295,-78.853563
"whatoilsyou",,
"Bettyroonee",,
"MARIOLOIS",,
"_NotKawaii_",,
"serathegamble",,
"Naturna_Life",,
"DrRachelSterry",,
"ArExPharmacy",,
"AFCpdx",,
"NatalieParamore",30.2677,-97.7475
"CrestonChamber",,
"CrestonChamber",,
"angelamromack",,
"A1CleaningSJ",,
"A1CleaningSJ",,
"PrescribeWell",,
"WHAM1180",,
"HoustonPubMedia",,
"13WHAM",,
"Schwobinator",,
"News_8",,
"BecisBaskets",,
"news10nbc",,
"ghoppe",,
"OurHealthOregon",,
"MasterCareClean",,
"SSSTriple_S",,
"Lotusprime",,
"NewportHospital",,
"jburgernews",,
"NurseAlexaRN",,
"MassGIC",,
"AriaMarketing",,
"CintasClean",,
"inquirelearn",,
"DrBonville",,
"sralphmd",,
"StephanieValle7",,
"columbiaUcare",,
"SM_Distribution",,
"janitor_mag",,
"KegoMosweu",,
"Wee_Watch",,
"AngelaJRichter",,
"Commpharmacy",,
"JoannaTierno",,
"lamastu_",,
"globaldisinfect",,
"globaldisinfect",,
"steamtherapy",,
"Corey_D2019",,
"vitamininfuse",,
"TrainItRight",,
"thisquiethour",,
"ethanjhatchett",,
"iHerb",,
"blkberrycastle",,
"DCTreasurer",,
"HMicrobialCntrl",,
"allisonreux",,
"BettyAnnQuirino",,
"faithhealthhome",,
"DHSWI",,
"DLNewspapers",,
"Momma4America",,
"curlsmcgee7",,
"alexisyepez_",,
"anyalhas",,
"inspireuplift",,
"_APCI",,
"Tom_Goodfellow",,
"RCCASI",,
"AdventistHC",,
"drmatthewweed",,
"abyt21",,
"DonRaj00767",,
"EdEllisonMD",,
"CertAllergy",,
"FOX17MorningMix",,
"GeorgiaStateLaw",,
"GeorgiaStateLaw",,
"MOHealthMatters",,
"ColonialLifeBiz",,
"MethodistHealth",,
"itsliveincolor",,
"MacKidFtLderdle",,
"smaorg",,
"CareyAnn76",,
"austinornot",,
"DailyToreador",,
"reneelstefani",,
"phsu54",,
"mashasrin",,
"APSPharmacyFL",,
"httpeachloe",,
"DrADFinch",,
"ADHPIO",,
"lisammunoz",,
"CenturyLLC",,
"Healthiest_",,
"kidspluspgh",,
"ACMC_Clinics",,
"HTG_Audio",,
"OconeePharmacy",,
"Rndubois",,
"carbontrap",,
"GiniaNYT",,
"jccross209",,
"MedPedsAllergy",,
"sunset_care",,
"JoinMAU",,
"MDedgeIntMed",,
"NoraConnect",,
"CareMedvale",,
"ShadowHakai",,
"schw_abyss",,
"hcomnews",,
"BioShine1991",,
"MatthewSchabath",,
"cardinalhealth",,
"phy_care",,
"LeighMiles1",,
"KickingWKelly",,
"jennydr17041199",,
"TeaganKayla",,
"busybakerblog",,
"H_TasteAndSee",,
"spintheiryarns",,
"CleanLinkNews",,
"cafegatorojo",,
"lauren_linder",,
"SaiditSeth",,
"wendy_leone_3",,
"wendy_leone_3",,
"stacer25s",,
"marlene_mmm",,
"CityOfNOLA",,
"KevinCroyle",37.6838965,-97.34391495
"jollysquatpump",,
"ImmunoFever",,
"LoveTheRebel",,
"GuessFM",,
"pbrowning02",,
"pbrowning02",,
"LUVLifeOutdoors",,
"darkpoetfawn",,
"RumpRoast",,
"anothercc",,
"jmatherly",,
"Wilmette_Apts",,
"LiquidTrucking",,
"Kilikki85",,
"GTGYK",,
"Spa316ga",,
"TotalChiropract",,
"kotyy",35.4828435,-97.552161
"FarmersJackie",,
"aandreanichole",,
"jesslag",40.4313888,-79.98068965
"CloroxPro",,
"BeaufortMem",,
"JamesAveryAP",,
"Chena_Punim",,
"genevievelynn__",31.1688935,-100.0768885
"OttawaMaryJ",,
"Insight2Heal",,
"GramercyPeds",,
"HealthKET",,
"Cynical_Parent",,
"MeliszahSez",,
"allourway",,
"Gamerchick11608",,
"cubancrystal",34.0207895,-118.4119065
"beneatnwheaties",,
"Vegafox89",40.6078735,-74.4798315
"MommysPlaybook",,
"NewsTalkKSGF",,
"_iesha1908_",,
"RyanXHealthcare",,
"HomesteadWish",,
"EmsiteLlc",,
"MonifaThomas1",,
"haiiisam",,
"HalEdghill",,
"Delaware_DHSS",,
"SwimJKAP",,
"Image1USA",,
"ClevelandClinic",,
"Inner_Fayth",36.20000805,-86.791549
"emguyfreddy",,
"Marquis_Miami",,
"INFJPhD",40.6116385,-111.8167255
"dimplelalala",,
"shawnoiler",,
"shelbymorgz",,
"Sparkess92",,
"SBSCFitness",,
"DrJulieChan",,
"game_tables",,
"John_Galt322",,
"Joint_Surprise",,
"Aurora_Health",,
"CoachMcCurry",35.195838,-79.471141
"weathernetwork",,
"LeffInLaguna",,
"nycHealthy",,
"azhealthyfoods",,
"InterimHealth",,
"6abc",,
"QueenJaaass",,
"MachelleHutchi1",,
"mirielmargaret",,
"leannesgarden",,
"usnehal",,
"IlonaBaumhofer",,
"MrMomentum23",,
"Aronsteinn2",,
"InsureOB",,
"o2real365",,
"taylorgraceee11",38.71559885,-121.3564059
"SADEVENUS",,
"SimpleSteps4LL",,
"teter45013",,
"YogaPantHijinks",,
"herevolution01",,
"tina_smith90",,
"DuPageJournal",,
"cameosteph",,
"cameosteph",,
"_hiddenbeast",,
"wxyzdetroit",,
"KiddCalledQuest",,
"SunriseHHealth",,
"brownbarnes",,
"cullennp",,
"kaivac",,
"mads_scientist",,
"RebootWithJoe",,
"vaughtsviews",,
"ScrippsNational",,
"fretnkevin",,
"CycraRacing",,
"LeeStoll",47.6148172,-122.3306024
"hellokerryrose",,
"ReginaPhelps",,
"Coleah",,
"recordherald",,
"WestonALF",,
"SEC_CRNA",,
"mrsjcas",,
"alaamilb",,
"digiezone",,
"CU_PublicHealth",,
"InFluentialMag",,
"fnelin",,
"WPTV",,
"Theist313",,
"GuideStone",,
"jessixxa_14",,
"porri2",,
"CavemanSyndrome",,
"SMWesterly",,
"flowcare_",,
"GIJobsMagazine",,
"CPAKids",,
"carrie_swigert",,
"jenningsd01",,
"SteppingStoneCR",,
"HealthierMI",,
"wumboworldwide",,
"Cryssylol",,
"whipandwander",,
"snk9009",,
"WooVapes",,
"JosephHalsey2",,
"TheJoint7thAve",,
"ReformedJourno",,
"NVAnimusApertus",,
"StateCollegecom",,
"hygienehealth",,
"ColumbiaMSPH",,
"V_V_G",,
"CaitlinPyle",,
"edendlow",,
"LoversPlayUSA",,
"frankiecocopdx",45.53910477,-122.66530373
"Rene_MacVay",,
"WayTooNnam",,
"BoomerBaby54",,
"DrBrendaHardie",,
"morrisl98",,
"cvffvdeus",,
"Pharmacy_Times",,
"sfletcherdean",,
"BeehiveBathH",,
"roofcleaning1",,
"Mick_eye_ee_luh",,
"UTDallasArts",,
"UTDallasArts",,
"NaturTyme",,
"forkandveg",,
"indigobnb",33.83187822,-84.38603152
"saukvalley",,
"BrittBuckland",,
"taylormhobbs",,
"PutnamHealthNY",,
"RealtyNetworkG",,
"echievements",,
"delawareonline",,
"sue_whitten",,
"DelthiaRicks",,
"lahealthequity",,
"felesiabowen",,
"raflocruz99",,
"Luxurr",,
"porter5101",,
"nerdycurious",,
"Stacey_Lynn517",39.7672235,-86.3918345
"negativefetus",,
"bjjdiii",30.4820535,-90.4793805
"MAP2WellandFit",,
"alecsmarbles",,
"brizzybreeee",,
"mandy_hawks",,
"DrIanWeissman",,
"IllinoisRx",,
"mitdoc",,
"catherinem_h",,
"PennyElaine78",,
"TNmedicKT",,
"eroetzel",,
"WoodardHortense",,
"stephswanson84",,
"News12LI",,
"Unity_of_Denver",,
"CindyReynolds",,
"KatPowers",,
"eXtRa_Positive_",,
"brg_devine",,
"OneReliant",,
"Sup_Bear_702",,
"FiorellaEats",40.7779,-73.9675
"laney_am",,
"MillerMathTeach",,
"soccermomTEX",,
"AruniKashyap",,
"WxOneNews",,
"AsiaChloeBrown",,
"ElementCare",,
"FayCortez",,
"KristinReins",,
"LawngIsland",,
"jennaANjax",,
"PilotFitness",,
"AberdeenNews",,
"HotpageNews",,
"UPMC_Pinnacle",,
"BookDel",,
"mandahadi",,
"SandraNelson8",,
"FreeRxSaver",,
"RA_Maldo",,
"AboutPediatrics",,
"eggersdailynews",,
"StoverLab",,
"nojokechildcare",,
"MDedgePediatric",,
"Lackeyjk",,
"Adwoa_tk",36.0871686,-80.244984
"emmavinch",,
"UFHealthNews",,
"CoolingUltd",,
"unsaltysaltines",,
"masslivenews",,
"KMooreCJOB",,
"Mari83425974",,
"DeniOsborne",,
"greatparks",,
"The_Teau",,
"WDEL",,
"Vaxyourfam",,
"WCHLChapelboro",,
"Heos_io",,
"downwritemental",,
"PhilSalesses",,
"yeshummingbird",,
"kathyjessup",,
"PatriciaAhern",,
"1beunique",,
"lovvvr",,
"farmgirlfood",,
"MedicalLetter",,
"Nemmyy905",,
"Blaizey_Kat",,
"BeeLineSupport1",,
"MyFamilyTable",,
"tylercook4",,
"HealthyBoston",,
"BushwickDaily",,
"Burton_UC",,
"stephdiaaz",,
"GaryLawsure",,
"SimmonsNews",,
"gerardgallagher",,
"amanda_devik",,
"mamurf41",,
"p2pMark",,
"MartinsMaintain",,
"jameswdecapite",,
"kkvasilopoulos",,
"kentuckyoksmall",,
"AudraMilos",,
"khunsinger_",,
"DelawareHealth",,
"CoffeeChick70",,
"DrBerryPierre",,
"AliceMHarper",,
"umichmedicine",,
"La_DOTD",,
"SandalwoodShopp",,
"robertsantosvo",,
"SITNBoston",42.37819765,-71.112377
"RobinHHHHH",,
"Amberbodily1",,
"indycouponmama",,
"citydocinwood",,
"ABC10",,
"diverlinda",,
"Irenes_Dream",,
"christinaxx19",,
"SJGulitti",,
"ForbesMusicCo",,
"STS_CTsurgery",,
"THV11",,
"saltzdmdcary",,
"TheMeganMcClain",,
"NorthwestAHEC",,
"CentreCountyRep",,
"Arycaaa",,
"yomomma8888",,
"MerryMaidsofPBC",,
"phelpshospital",,
"FingerLakes1",,
