"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","lat","lng"
"x40887490","x1105035409862639616",2019-03-11 09:19:06,"WBNG12News","FLU SEASON
CDC flu forecasters think there's a 90 percent chance the flu season has peaked. https://t.co/BUHDzeYdq4","SocialNewsDesk",115,,,,FALSE,FALSE,0,0,,,"wbng.com/news/top-stori…","https://t.co/BUHDzeYdq4","https://wbng.com/news/top-stories/2019/03/08/flu-may-have-peaked-but-experts-eye-jump-in-nastier-strain/?utm_medium=social&utm_source=twitter_WBNG12News",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WBNG12News/status/1105035409862639616","WBNG 12 News","Binghamton, NY","WBNG is the CBS affiliate for the Binghamton Television Market which serves the Southern Tier of New York.","http://t.co/5vIUuFf4pR",FALSE,30142,560,325,49577,184,2009-05-18 14:49:41,TRUE,"http://t.co/5vIUuFf4pR","http://www.WBNG.com","en","https://pbs.twimg.com/profile_banners/40887490/1475721630","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/993974275777458176/sGML3aeK_normal.jpg",,
"x15782216","x1104909806542893056",2019-03-11 01:00:00,"WFTV","Better vaccine match likely making #flu season easier, experts say
https://t.co/DJMPs8U08f","TweetDeck",90,,,,FALSE,FALSE,0,0,"flu",,"wftv.com/news/trending-…","https://t.co/DJMPs8U08f","https://www.wftv.com/news/trending-now/better-vaccine-match-likely-making-flu-season-easier-experts-say/929164322",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WFTV/status/1104909806542893056","WFTV Channel 9","Orlando","Central Florida's @ABC news affiliate. Coverage you can count on for the latest news, weather, traffic and more. Tweeting us? You may be on air!","http://t.co/3AtYslTnbN",FALSE,204409,2339,1772,173923,2230,2008-08-08 19:57:49,TRUE,"http://t.co/3AtYslTnbN","http://www.wftv.com","en","https://pbs.twimg.com/profile_banners/15782216/1541613418","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/991727529898725376/5yNY1X3p_normal.jpg",,
"x15782216","x1105030603521417216",2019-03-11 09:00:01,"WFTV","Better #vaccine match likely making #flu season easier, experts say | Details: https://t.co/eDyqzViYmu https://t.co/zHccDjs4Zr","TweetDeck",102,,,,FALSE,FALSE,0,0,"vaccine flu",,"at.wftv.com/2Cebo5r","https://t.co/eDyqzViYmu","https://at.wftv.com/2Cebo5r","http://pbs.twimg.com/media/D1XYELAW0AA9qk2.jpg","https://t.co/zHccDjs4Zr","https://twitter.com/WFTV/status/1105030603521417216/photo/1","photo","http://pbs.twimg.com/media/D1XYELAW0AA9qk2.jpg","https://t.co/zHccDjs4Zr","https://twitter.com/WFTV/status/1105030603521417216/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WFTV/status/1105030603521417216","WFTV Channel 9","Orlando","Central Florida's @ABC news affiliate. Coverage you can count on for the latest news, weather, traffic and more. Tweeting us? You may be on air!","http://t.co/3AtYslTnbN",FALSE,204409,2339,1772,173923,2230,2008-08-08 19:57:49,TRUE,"http://t.co/3AtYslTnbN","http://www.wftv.com","en","https://pbs.twimg.com/profile_banners/15782216/1541613418","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/991727529898725376/5yNY1X3p_normal.jpg",,
"x917108661058785281","x1105024057395814400",2019-03-11 08:34:00,"wirenews4","FOX NEWS: Flu season has peaked, but nasty strain is on rise: report https://t.co/XXg3VBnGwv","IFTTT",68,,,,FALSE,FALSE,0,0,,,,,,"http://pbs.twimg.com/media/D1XVhkUX4AAPxvC.jpg","https://t.co/XXg3VBnGwv","https://twitter.com/wirenews4/status/1105024057395814400/photo/1","photo","http://pbs.twimg.com/media/D1XVhkUX4AAPxvC.jpg","https://t.co/XXg3VBnGwv","https://twitter.com/wirenews4/status/1105024057395814400/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wirenews4/status/1105024057395814400","wirenews","New York, USA","","https://t.co/VqSv1Skb7p",FALSE,15,98,1,7779,0,2017-10-08 19:25:18,FALSE,"https://t.co/VqSv1Skb7p","http://wiredinternational.blogspot.com","en","https://pbs.twimg.com/profile_banners/917108661058785281/1507490914",,"http://pbs.twimg.com/profile_images/917109294146969601/FFtlJpB__normal.jpg",,
"x500790028","x1105015619341217793",2019-03-11 08:00:28,"JenniferHaynie1","Flu season is almost done, but take care to avoid getting sick with these tips from @GabiRedford https://t.co/4utnhQUA6p #fitness #fitlife","Hootsuite Inc.",138,,,,FALSE,FALSE,0,0,"fitness fitlife",,"ow.ly/Xbr330nZvcO","https://t.co/4utnhQUA6p","http://ow.ly/Xbr330nZvcO",,,,,,,,,"x866635666754605056","GabiRedford","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JenniferHaynie1/status/1105015619341217793","Jennifer Haynie","Raleigh, NC","#suspense #novelist, lover of all things #basenji #dog #nature #fitness #northcarolina - likes stories about life & God's work.","http://t.co/Qao80GwExb",FALSE,3775,4079,29,1321,321,2012-02-23 13:31:06,FALSE,"http://t.co/Qao80GwExb","http://www.jenniferhaynie.com","en","https://pbs.twimg.com/profile_banners/500790028/1549226065","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/518858399706910721/PQS5G_gs_normal.jpeg",,
"x2408325476","x1105015615679426561",2019-03-11 08:00:27,"DMEMEDS","Shared via CNN: Flu season may not have peaked, and there's another wave of severe infections underway, CDC says","DME Medical Posts",112,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DMEMEDS/status/1105015615679426561","DME MEDS","Chicago, IL","","http://t.co/lNTrTTnhR2",FALSE,47,57,10,64626,0,2014-03-24 04:16:14,FALSE,"http://t.co/lNTrTTnhR2","http://dmemedicalsupply.com","en",,"http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/605591306086150145/8c7GZWFR_normal.png",,
"x2408325476","x1104124769383800832",2019-03-08 21:00:33,"DMEMEDS","Shared via CNN: Flu season may not have peaked, and there's another wave of severe infections underway, CDC says","DME Medical Posts",112,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DMEMEDS/status/1104124769383800832","DME MEDS","Chicago, IL","","http://t.co/lNTrTTnhR2",FALSE,47,57,10,64626,0,2014-03-24 04:16:14,FALSE,"http://t.co/lNTrTTnhR2","http://dmemedicalsupply.com","en",,"http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/605591306086150145/8c7GZWFR_normal.png",,
"x867917059929370624","x1105004622773669888",2019-03-11 07:16:46,"jackfpaylor","Flu season has peaked, but nasty strain is on rise: report https://t.co/Oou9cMnPBV","IFTTT",82,,,,FALSE,FALSE,1,0,,,"ift.tt/2NQF0dD","https://t.co/Oou9cMnPBV","https://ift.tt/2NQF0dD",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/jackfpaylor/status/1105004622773669888","Jack Paylor","The Woodlands, TX","Bipartisan news correspondent & curator • Tweets are not endorsements","https://t.co/T80WEPTYzR",FALSE,19691,20496,20,14630,29,2017-05-26 01:35:27,FALSE,"https://t.co/T80WEPTYzR","http://www.paylor.org","en","https://pbs.twimg.com/profile_banners/867917059929370624/1548044407","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1087201324163313664/9ztfsJuq_normal.jpg",,
"x46589435","x1104989462671482880",2019-03-11 06:16:32,"badass_eli","Almost made it through flu season without getting sick, 🤧","Twitter for Android",57,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/badass_eli/status/1104989462671482880","eli sanjuan","Los Angeles, California","Incredibly flawed",,FALSE,120,167,1,12328,3025,2009-06-12 05:26:32,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/1343787137/eightbit-5e58805e-0d67-428f-8c7f-71fdebd127af_normal.png",,
"x1895204172","x1104988460295680002",2019-03-11 06:12:33,"kimbers671","@BusyElves I also got mine felt kind of bla for a couple days. both my kids and husband were so ill. Did not effect me at all. Finally a year without the dam flu. This season they are getting shots. I was so worried. I do not know what kind of flu that was not your typical 24 hour.","Twitter for iPhone",271,"x1104947198922555397","x93307778","BusyElves",FALSE,FALSE,0,0,,,,,,,,,,,,,,"x93307778","BusyElves","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/kimbers671/status/1104988460295680002","Kimberly","North Idaho","Proud Deplorable! #MakeAmericaGreatAgain #gabfam https://t.co/FqT5pWpvPX",,FALSE,8274,8404,108,90958,74510,2013-09-22 22:07:20,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1895204172/1457499352","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/650592293494259712/GXwV7wGD_normal.jpg",,
"x757693393","x1104981177394356224",2019-03-11 05:43:36,"DylanMnninghoff","@daveyoung84 Well Dave, seems like you’ve only watched the last 2 games. Only 8 players deep this season. Satou and Ruthy playing through injuries. Maite Cazorla barely healthy after catching the flu. Sabrina played all 125 min in the tournament. Yes, they’re worn out.. #GoDucks","Twitter for iPhone",266,"x1104927384053207040","x1319201438","daveyoung84",FALSE,FALSE,2,0,"GoDucks",,,,,,,,,,,,,"x1319201438","daveyoung84","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/DylanMnninghoff/status/1104981177394356224","Dylan Mönninghoff","Highlands Ranch, CO","vista'15 •UO19•",,FALSE,150,152,2,2839,10001,2012-08-14 18:57:27,FALSE,,,"de","https://pbs.twimg.com/profile_banners/757693393/1500789089","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/980956142875521024/iHDls9Cw_normal.jpg",,
"x1019978898","x1103519496361390080",2019-03-07 04:55:24,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/8g2IDKqYon","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/7521715752…","https://t.co/8g2IDKqYon","https://www.pinterest.com/pin/752171575245069731/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1103519496361390080","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1104615202899800064",2019-03-10 05:29:21,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/pptPTrTDLa","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/4030722353…","https://t.co/pptPTrTDLa","https://www.pinterest.com/pin/403072235398383329/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1104615202899800064","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1103885087693627392",2019-03-08 05:08:08,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/mLhv6maBqz","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/5378987492…","https://t.co/mLhv6maBqz","https://www.pinterest.com/pin/537898749242542844/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1103885087693627392","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1104979328427876353",2019-03-11 05:36:16,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/AmdDFgwKHf","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/5473985297…","https://t.co/AmdDFgwKHf","https://www.pinterest.com/pin/547398529707657724/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1104979328427876353","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1102792705929826305",2019-03-05 04:47:24,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/j9MVNDwjDz","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/3002635001…","https://t.co/j9MVNDwjDz","https://www.pinterest.com/pin/300263500154493734/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1102792705929826305","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1104550906568142848",2019-03-10 01:13:52,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to your grocery list #loblawsflucrew https://t.co/FAOk01PSbo via @amomlessmom","Twitter Web Client",174,,,,FALSE,FALSE,0,0,"loblawsflucrew",,"momlessmom.com/5-foods-to-hel…","https://t.co/FAOk01PSbo","https://momlessmom.com/5-foods-to-help-you-fight-the-flu/?utm_source=twitter&utm_medium=Social&utm_campaign=SocialWarfare",,,,,,,,,"x1019978898","amomlessmom","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1104550906568142848","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1102428822308339712",2019-03-04 04:41:28,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/AWtd7AU7c1","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/7492864567…","https://t.co/AWtd7AU7c1","https://www.pinterest.com/pin/749286456733667747/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1102428822308339712","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1101697742009704449",2019-03-02 04:16:24,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/lu2hG0orrf","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/5473985297…","https://t.co/lu2hG0orrf","https://www.pinterest.com/pin/547398529707539986/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1101697742009704449","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1103156843696873472",2019-03-06 04:54:21,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/ZVJnJUBF5x","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/3002635001…","https://t.co/ZVJnJUBF5x","https://www.pinterest.com/pin/300263500154506513/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1103156843696873472","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1104252800438095872",2019-03-09 05:29:18,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/O5uRFUDcVs","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/5378987492…","https://t.co/O5uRFUDcVs","https://www.pinterest.com/pin/537898749242555249/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1104252800438095872","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x1019978898","x1102064402185023488",2019-03-03 04:33:23,"amomlessmom","Five foods to help you get through flu season that you have in your kitchen and five more to add to  https://t.co/l6XfIYvg3P","Pinterest",124,,,,FALSE,FALSE,0,0,,,"pinterest.com/pin/5473985297…","https://t.co/l6XfIYvg3P","https://www.pinterest.com/pin/547398529707552777/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/amomlessmom/status/1102064402185023488","Vinma Joseph","Canada","#blogger #socialmediainfluencer #Author #RFConsultant Love books and coffee, not necessarily in that order.Current craze?@Instagram https://t.co/BF7Qil1d2y","http://t.co/4qiNn0HhoN",FALSE,6352,1238,205,40136,1774,2012-12-18 15:17:33,FALSE,"http://t.co/4qiNn0HhoN","http://www.momlessmom.com","en","https://pbs.twimg.com/profile_banners/1019978898/1503188085","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/621100219262980096/daAfB8FG_normal.jpg",,
"x2761592377","x1104970031799169024",2019-03-11 04:59:19,"a35362","Flu season is still going strong, the CDC says https://t.co/IQoXzewc6F","Twitter Web Client",70,,,,FALSE,FALSE,0,0,,,"fortune.com/2019/03/08/flu…","https://t.co/IQoXzewc6F","http://fortune.com/2019/03/08/flu-season-2019-cdc/?utm_source=twitter.com&utm_medium=social&utm_campaign=social-share-article",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/a35362/status/1104970031799169024","April Spivey","DeKalb, IL","We are trapped in a dysfunctional relationship. This is a marathon, not a sprint. We are #TheResistance #UniteBlue https://t.co/tsyIjawM1I","http://t.co/5QchFG4rK7",FALSE,45990,38749,459,263166,18965,2014-08-24 05:58:53,FALSE,"http://t.co/5QchFG4rK7","http://page.is/april-spivey","en","https://pbs.twimg.com/profile_banners/2761592377/1552197514","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1104622770770624515/H_6bJtWs_normal.png",,
"x2761592377","x1102783296151392256",2019-03-05 04:10:01,"a35362","CDC: Harmful flu pressure overtakes H1N1 this season https://t.co/1FgNDhi0lW","Twitter Web Client",76,,,,FALSE,FALSE,0,0,,,"infosurhoy.com/cocoon/saii/xh…","https://t.co/1FgNDhi0lW","https://infosurhoy.com/cocoon/saii/xhtml/en_GB/news-summary/cdc-harmful-flu-pressure-overtakes-h1n1-this-season/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/a35362/status/1102783296151392256","April Spivey","DeKalb, IL","We are trapped in a dysfunctional relationship. This is a marathon, not a sprint. We are #TheResistance #UniteBlue https://t.co/tsyIjawM1I","http://t.co/5QchFG4rK7",FALSE,45990,38749,459,263166,18965,2014-08-24 05:58:53,FALSE,"http://t.co/5QchFG4rK7","http://page.is/april-spivey","en","https://pbs.twimg.com/profile_banners/2761592377/1552197514","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1104622770770624515/H_6bJtWs_normal.png",,
"x2761592377","x1102794063596662784",2019-03-05 04:52:48,"a35362","Fifteen more children have died from flu-related complications, bringing the pediatric death toll for the season to 56.  https://t.co/mqVm99n0mH","Twitter Web Client",144,,,,FALSE,FALSE,0,1,,,"ktiv.com/2019/03/01/cdc…","https://t.co/mqVm99n0mH","https://ktiv.com/2019/03/01/cdc-flu-widespread-in-49-states-puerto-rico/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/a35362/status/1102794063596662784","April Spivey","DeKalb, IL","We are trapped in a dysfunctional relationship. This is a marathon, not a sprint. We are #TheResistance #UniteBlue https://t.co/tsyIjawM1I","http://t.co/5QchFG4rK7",FALSE,45990,38749,459,263166,18965,2014-08-24 05:58:53,FALSE,"http://t.co/5QchFG4rK7","http://page.is/april-spivey","en","https://pbs.twimg.com/profile_banners/2761592377/1552197514","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1104622770770624515/H_6bJtWs_normal.png",,
